ID,Name,Sex,Age,Height,Weight,IMC,Team,NOC,Year,Season,City,Sport,Event,Medal
9468,Cristian Bejarano Bentez,M,19,170,60.0,20.76,Mexico,MEX,2000,Summer,Sydney,Boxing,Lightweight,Bronze
9487,Kenenisa Bekele Beyecha,M,22,165,56.0,20.57,Ethiopia,ETH,2004,Summer,Athina,Athletics,"5,000 metres",Silver
9487,Kenenisa Bekele Beyecha,M,22,165,56.0,20.57,Ethiopia,ETH,2004,Summer,Athina,Athletics,"10,000 metres",Gold
9487,Kenenisa Bekele Beyecha,M,26,165,56.0,20.57,Ethiopia,ETH,2008,Summer,Beijing,Athletics,"5,000 metres",Gold
9487,Kenenisa Bekele Beyecha,M,26,165,56.0,20.57,Ethiopia,ETH,2008,Summer,Beijing,Athletics,"10,000 metres",Gold
9490,Tariku Bekele Beyecha,M,25,173,65.0,21.72,Ethiopia,ETH,2012,Summer,London,Athletics,"10,000 metres",Bronze
9495,Aleksandr Vladimirovich Beketov,M,26,182,75.0,22.64,Russia,RUS,1996,Summer,Atlanta,Fencing,"epee, Individual",Gold
9505,"Daniel Wepener ""Daan"" Bekker",M,24,180,89.0,27.47,South Africa,RSA,1956,Summer,Melbourne,Boxing,Heavyweight,Bronze
9505,"Daniel Wepener ""Daan"" Bekker",M,28,180,89.0,27.47,South Africa,RSA,1960,Summer,Roma,Boxing,Heavyweight,Silver
9577,Zhan Vensanovych Beleniuk,M,25,178,85.0,26.83,Ukraine,UKR,2016,Summer,Rio de Janeiro,Wrestling,"Light-Heavyweight, Greco-Roman",Silver
9578,Valeri Belenki,M,22,163,59.0,22.21,Unified Team,EUN,1992,Summer,Barcelona,Gymnastics,Individual All-Around,Bronze
9634,Earl Holmes Bell,M,28,191,77.0,21.11,United States,USA,1984,Summer,Los Angeles,Athletics,Pole Vault,Bronze
9638,"Gregory Curtis ""Greg"" Bell",M,26,174,68.0,22.46,United States,USA,1956,Summer,Melbourne,Athletics,Long Jump,Gold
9655,"Robin ""Rob"" Bell",M,30,193,87.0,23.36,Australia,AUS,2008,Summer,Beijing,Canoeing,"Canadian Singles, Slalom",Bronze
9737,"Alessandro ""Sandro"" Bellucci",M,29,170,56.0,19.38,Italy,ITA,1984,Summer,Los Angeles,Athletics,50 kilometres Walk,Bronze
9739,Antonella Bellutti,F,27,180,73.0,22.53,Italy,ITA,1996,Summer,Atlanta,Cycling,"Individual Pursuit, 3,000 metres",Gold
9739,Antonella Bellutti,F,31,180,73.0,22.53,Italy,ITA,2000,Summer,Sydney,Cycling,Points Race,Gold
9750,Mireia Belmonte Garca,F,25,170,59.0,20.42,Spain,ESP,2016,Summer,Rio de Janeiro,Swimming,400 metres Individual Medley,Bronze
9750,Mireia Belmonte Garca,F,21,170,59.0,20.42,Spain,ESP,2012,Summer,London,Swimming,800 metres Freestyle,Silver
9750,Mireia Belmonte Garca,F,21,170,59.0,20.42,Spain,ESP,2012,Summer,London,Swimming,200 metres Butterfly,Silver
9750,Mireia Belmonte Garca,F,25,170,59.0,20.42,Spain,ESP,2016,Summer,Rio de Janeiro,Swimming,200 metres Butterfly,Gold
9756,Anatoly Alekseyevich Beloglazov,M,23,155,52.0,21.64,Soviet Union,URS,1980,Summer,Moskva,Wrestling,"Flyweight, Freestyle",Gold
9757,Sergey Alekseyevich Beloglazov,M,23,165,57.0,20.94,Soviet Union,URS,1980,Summer,Moskva,Wrestling,"Bantamweight, Freestyle",Gold
9757,Sergey Alekseyevich Beloglazov,M,32,165,57.0,20.94,Soviet Union,URS,1988,Summer,Seoul,Wrestling,"Bantamweight, Freestyle",Gold
9770,"Melissa Louise Belote (-Hamlin, -Ripley)",F,15,171,60.0,20.52,United States,USA,1972,Summer,Munich,Swimming,100 metres Backstroke,Gold
9770,"Melissa Louise Belote (-Hamlin, -Ripley)",F,15,171,60.0,20.52,United States,USA,1972,Summer,Munich,Swimming,200 metres Backstroke,Gold
9788,Irina Nikolayevna Belova (Ilyichova-),F,24,175,62.0,20.24,Unified Team,EUN,1992,Summer,Barcelona,Athletics,Heptathlon,Silver
9803,Daima Mayelis Beltrn Guisado,F,31,182,104.0,31.4,Cuba,CUB,2004,Summer,Athina,Judo,Heavyweight,Silver
9803,Daima Mayelis Beltrn Guisado,F,28,182,104.0,31.4,Cuba,CUB,2000,Summer,Sydney,Judo,Heavyweight,Silver
9823,Anastasiya Yevgenyevna Belyakova,F,23,173,60.0,20.05,Russia,RUS,2016,Summer,Rio de Janeiro,Boxing,Lightweight,Bronze
9829,David Sagitovich Belyavsky,M,24,165,55.0,20.2,Russia,RUS,2016,Summer,Rio de Janeiro,Gymnastics,Parallel Bars,Bronze
9848,Rhadi Ben Abdesselam,M,31,180,65.0,20.06,Morocco,MAR,1960,Summer,Roma,Athletics,Marathon,Silver
9864,Larbi Ben Boudaoud,M,26,170,66.0,22.84,France,FRA,2000,Summer,Sydney,Judo,Half-Lightweight,Silver
9993,Brunon Bendig,M,21,169,54.0,18.91,Poland,POL,1960,Summer,Roma,Boxing,Bantamweight,Bronze
9998,Kurt Bendlin,M,25,178,91.0,28.72,West Germany,FRG,1968,Summer,Mexico City,Athletics,Decathlon,Bronze
10012,Jnos Benedek,M,27,159,60.0,23.73,Hungary,HUN,1972,Summer,Munich,Weightlifting,Featherweight,Bronze
10033,Andrea Benelli,M,36,173,80.0,26.73,Italy,ITA,1996,Summer,Atlanta,Shooting,Skeet,Bronze
10033,Andrea Benelli,M,44,173,80.0,26.73,Italy,ITA,2004,Summer,Athina,Shooting,Skeet,Gold
10048,Meaghan Benfeito,F,27,155,48.0,19.98,Canada,CAN,2016,Summer,Rio de Janeiro,Diving,Platform,Bronze
10098,Hasna Benhassi,F,30,166,47.0,17.06,Morocco,MAR,2008,Summer,Beijing,Athletics,800 metres,Bronze
10098,Hasna Benhassi,F,26,166,47.0,17.06,Morocco,MAR,2004,Summer,Athina,Athletics,800 metres,Silver
10105,Amar Benikhlef,M,26,186,90.0,26.01,Algeria,ALG,2008,Summer,Beijing,Judo,Middleweight,Silver
10149,"Huelet Leo ""Joe"" Benner",M,34,178,100.0,31.56,United States,USA,1952,Summer,Helsinki,Shooting,"Free Pistol, 50 metres",Gold
10157,"Robert Earl ""Bob"" Bennett",M,17,183,78.0,23.29,United States,USA,1960,Summer,Roma,Swimming,100 metres Backstroke,Bronze
10157,"Robert Earl ""Bob"" Bennett",M,21,183,78.0,23.29,United States,USA,1964,Summer,Tokyo,Swimming,200 metres Backstroke,Bronze
10160,Brooke Marie Bennett (-Frioud),F,16,165,57.0,20.94,United States,USA,1996,Summer,Atlanta,Swimming,800 metres Freestyle,Gold
10160,Brooke Marie Bennett (-Frioud),F,20,165,57.0,20.94,United States,USA,2000,Summer,Sydney,Swimming,400 metres Freestyle,Gold
10160,Brooke Marie Bennett (-Frioud),F,20,165,57.0,20.94,United States,USA,2000,Summer,Sydney,Swimming,800 metres Freestyle,Gold
10171,John Dale Bennett,M,26,172,68.0,22.99,United States,USA,1956,Summer,Melbourne,Athletics,Long Jump,Silver
10198,Joan Benoit (-Samuelson),F,27,157,46.0,18.66,United States,USA,1984,Summer,Los Angeles,Athletics,Marathon,Gold
10230,Neisser Santiago Bent Vzquez,M,19,170,67.0,23.18,Cuba,CUB,1996,Summer,Atlanta,Swimming,100 metres Backstroke,Bronze
10259,Matej Beu,M,28,196,83.0,21.61,Slovakia,SVK,2016,Summer,Rio de Janeiro,Canoeing,"Canadian Singles, Slalom",Silver
10262,"Giovanni ""Nino"" Benvenuti",M,22,178,67.0,21.15,Italy,ITA,1960,Summer,Roma,Boxing,Welterweight,Gold
10303,Gheorghe Berceanu,M,22,150,51.0,22.67,Romania,ROU,1972,Summer,Munich,Wrestling,"Light-Flyweight, Greco-Roman",Gold
10303,Gheorghe Berceanu,M,26,150,51.0,22.67,Romania,ROU,1976,Summer,Montreal,Wrestling,"Light-Flyweight, Greco-Roman",Silver
10329,Adem Bereket,M,27,175,76.0,24.82,Turkey,TUR,2000,Summer,Sydney,Wrestling,"Middleweight, Freestyle",Bronze
10343,Zoltn Bres,M,24,185,83.0,24.25,Hungary,HUN,1992,Summer,Barcelona,Boxing,Light-Heavyweight,Bronze
10349,Oleksandr Mykolaiovych Beresh,M,22,171,64.0,21.89,Ukraine,UKR,2000,Summer,Sydney,Gymnastics,Individual All-Around,Bronze
10352,Dmitry Vladimirovich Berestov,M,24,180,105.0,32.41,Russia,RUS,2004,Summer,Athina,Weightlifting,Heavyweight,Gold
10425,Stig Andr Berge,M,33,167,60.0,21.51,Norway,NOR,2016,Summer,Rio de Janeiro,Wrestling,"Featherweight, Greco-Roman",Bronze
10448,"Isaac ""Ike"" Berger",M,20,157,59.5,24.14,United States,USA,1956,Summer,Melbourne,Weightlifting,Featherweight,Gold
10448,"Isaac ""Ike"" Berger",M,27,157,59.5,24.14,United States,USA,1964,Summer,Tokyo,Weightlifting,Featherweight,Silver
10448,"Isaac ""Ike"" Berger",M,23,157,59.5,24.14,United States,USA,1960,Summer,Roma,Weightlifting,Featherweight,Silver
10457,"Marcus ""Mark"" Berger",M,30,185,116.0,33.89,Canada,CAN,1984,Summer,Los Angeles,Judo,Heavyweight,Bronze
10544,Kajsa Margareta Bergqvist (-Herngren-),F,23,175,59.0,19.27,Sweden,SWE,2000,Summer,Sydney,Athletics,High Jump,Bronze
10591,Denys Yuriyovych Berinchyk,M,24,170,64.0,22.15,Ukraine,UKR,2012,Summer,London,Boxing,Light-Welterweight,Silver
10592,Glenn Stuart Beringen,M,19,185,72.0,21.04,Australia,AUS,1984,Summer,Los Angeles,Swimming,200 metres Breaststroke,Silver
10614,Krisztin Berki,M,27,178,70.0,22.09,Hungary,HUN,2012,Summer,London,Gymnastics,Pommelled Horse,Gold
10618,"David Charles ""Dave"" Berkoff",M,25,175,70.0,22.86,United States,USA,1992,Summer,Barcelona,Swimming,100 metres Backstroke,Bronze
10618,"David Charles ""Dave"" Berkoff",M,21,175,70.0,22.86,United States,USA,1988,Summer,Seoul,Swimming,100 metres Backstroke,Silver
10625,"Robert Lee ""Bob"" Berland",M,22,188,95.0,26.88,United States,USA,1984,Summer,Los Angeles,Judo,Middleweight,Silver
10641,Yanet Bermoy Acosta,F,21,154,48.0,20.24,Cuba,CUB,2008,Summer,Beijing,Judo,Extra-Lightweight,Silver
10641,Yanet Bermoy Acosta,F,25,154,48.0,20.24,Cuba,CUB,2012,Summer,London,Judo,Half-Lightweight,Silver
10674,Alain Andr Louis Edmond Bernard,M,25,196,90.0,23.43,France,FRA,2008,Summer,Beijing,Swimming,100 metres Freestyle,Gold
10674,Alain Andr Louis Edmond Bernard,M,25,196,90.0,23.43,France,FRA,2008,Summer,Beijing,Swimming,50 metres Freestyle,Bronze
10751,Sylvie Bernier,F,20,157,53.0,21.5,Canada,CAN,1984,Summer,Los Angeles,Diving,Springboard,Gold
10798,Livio Berruti,M,21,180,66.0,20.37,Italy,ITA,1960,Summer,Roma,Athletics,200 metres,Gold
10804,Kevin John Berry,M,19,172,71.0,24.0,Australia,AUS,1964,Summer,Tokyo,Swimming,200 metres Butterfly,Gold
10834,Nicolas Joseph Flix Berthelot,M,24,178,69.0,21.78,France,FRA,1988,Summer,Seoul,Shooting,"Air Rifle, 10 metres",Silver
10874,Silvano Bertini,M,24,170,67.0,23.18,Italy,ITA,1964,Summer,Tokyo,Boxing,Welterweight,Bronze
10973,Doina Ofelia Beliu-Melinte,F,27,171,59.0,20.18,Romania,ROU,1984,Summer,Los Angeles,Athletics,"1,500 metres",Silver
10973,Doina Ofelia Beliu-Melinte,F,27,171,59.0,20.18,Romania,ROU,1984,Summer,Los Angeles,Athletics,800 metres,Gold
10979,Joseph Bessala,M,27,165,67.0,24.61,Cameroon,CMR,1968,Summer,Mexico City,Boxing,Welterweight,Silver
10996,Colette Besson (-Nogus),F,22,169,58.0,20.31,France,FRA,1968,Summer,Mexico City,Athletics,400 metres,Gold
11059,"Hansjrg ""Hans"" Bettembourg",M,28,172,93.0,31.44,Sweden,SWE,1972,Summer,Munich,Weightlifting,Middle-Heavyweight,Bronze
11069,Paolo Bettini,M,30,169,58.0,20.31,Italy,ITA,2004,Summer,Athina,Cycling,"Road Race, Individual",Gold
11143,Udo Beyer,M,20,195,135.0,35.5,East Germany,GDR,1976,Summer,Montreal,Athletics,Shot Put,Gold
11143,Udo Beyer,M,24,195,135.0,35.5,East Germany,GDR,1980,Summer,Moskva,Athletics,Shot Put,Bronze
11145,Uwe Beyer,M,19,191,108.0,29.6,Germany,GER,1964,Summer,Tokyo,Athletics,Hammer Throw,Bronze
11147,Ina Beyermann,F,19,170,60.0,20.76,West Germany,FRG,1984,Summer,Los Angeles,Swimming,200 metres Butterfly,Bronze
11148,Malik Beylerolu,M,26,175,75.0,24.49,Turkey,TUR,1996,Summer,Atlanta,Boxing,Middleweight,Silver
11173,Hanna Volodymyrivna Bezsonova,F,24,174,49.0,16.18,Ukraine,UKR,2008,Summer,Beijing,Rhythmic Gymnastics,Individual,Bronze
11173,Hanna Volodymyrivna Bezsonova,F,20,174,49.0,16.18,Ukraine,UKR,2004,Summer,Athina,Rhythmic Gymnastics,Individual,Bronze
11223,Bi Wenjing,F,14,142,35.0,17.36,China,CHN,1996,Summer,Atlanta,Gymnastics,Uneven Bars,Silver
11244,Sergio Bianchetto,M,25,173,70.0,23.39,Italy,ITA,1964,Summer,Tokyo,Cycling,Sprint,Silver
11335,Nezha Bidouane,F,30,174,65.0,21.47,Morocco,MAR,2000,Summer,Sydney,Athletics,400 metres Hurdles,Bronze
11380,Ivan Pavlovych Bieliaiev,M,29,178,67.0,21.15,Soviet Union,URS,1964,Summer,Tokyo,Athletics,"3,000 metres Steeplechase",Bronze
11381,Volodymyr Mykolaiovych Bieliaiev,M,28,165,83.0,30.49,Soviet Union,URS,1968,Summer,Mexico City,Weightlifting,Light-Heavyweight,Silver
11412,Roman Biera,M,23,187,103.0,29.45,Poland,POL,1980,Summer,Moskva,Wrestling,"Heavyweight, Greco-Roman",Silver
11413,Rauno Antero Bies,M,22,189,86.0,24.08,Finland,FIN,1984,Summer,Los Angeles,Shooting,"Rapid-Fire Pistol, 25 metres",Bronze
11424,Jerome Cousins Biffle,M,24,184,79.0,23.33,United States,USA,1952,Summer,Helsinki,Athletics,Long Jump,Gold
11432,Tyrell Biggs,M,23,195,99.0,26.04,United States,USA,1984,Summer,Los Angeles,Boxing,Super-Heavyweight,Gold
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24,173,61.0,20.38,Great Britain,GBR,1964,Summer,Tokyo,Athletics,Long Jump,Gold
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24,173,61.0,20.38,Great Britain,GBR,1964,Summer,Tokyo,Athletics,Pentathlon,Silver
11461,Hamide Bkn (-Tosun),F,22,167,57.0,20.44,Turkey,TUR,2000,Summer,Sydney,Taekwondo,Featherweight,Bronze
11467,Abebe Bikila,M,28,177,57.0,18.19,Ethiopia,ETH,1960,Summer,Roma,Athletics,Marathon,Gold
11467,Abebe Bikila,M,32,177,57.0,18.19,Ethiopia,ETH,1964,Summer,Tokyo,Athletics,Marathon,Gold
11469,Yordan Bikov,M,19,168,75.0,26.57,Bulgaria,BUL,1972,Summer,Munich,Weightlifting,Middleweight,Gold
11495,Simone Arianne Biles,F,19,143,47.0,22.98,United States,USA,2016,Summer,Rio de Janeiro,Gymnastics,Balance Beam,Bronze
11495,Simone Arianne Biles,F,19,143,47.0,22.98,United States,USA,2016,Summer,Rio de Janeiro,Gymnastics,Individual All-Around,Gold
11495,Simone Arianne Biles,F,19,143,47.0,22.98,United States,USA,2016,Summer,Rio de Janeiro,Gymnastics,Floor Exercise,Gold
11495,Simone Arianne Biles,F,19,143,47.0,22.98,United States,USA,2016,Summer,Rio de Janeiro,Gymnastics,Horse Vault,Gold
11547,Dmitry Vladimirovich Bilozerchev,M,21,169,70.0,24.51,Soviet Union,URS,1988,Summer,Seoul,Gymnastics,Individual All-Around,Bronze
11547,Dmitry Vladimirovich Bilozerchev,M,21,169,70.0,24.51,Soviet Union,URS,1988,Summer,Seoul,Gymnastics,Rings,Gold
11547,Dmitry Vladimirovich Bilozerchev,M,21,169,70.0,24.51,Soviet Union,URS,1988,Summer,Seoul,Gymnastics,Pommelled Horse,Gold
11557,Krali Peychev Bimbalov,M,25,178,87.0,27.46,Bulgaria,BUL,1960,Summer,Roma,Wrestling,"Light-Heavyweight, Greco-Roman",Silver
11592,Aranka Binder,F,26,163,47.0,17.69,Individual Olympic Athletes,IOA,1992,Summer,Barcelona,Shooting,"Air Rifle, 10 metres",Bronze
11601,Abhinav Bindra,M,25,173,70.0,23.39,India,IND,2008,Summer,Beijing,Shooting,"Air Rifle, 10 metres",Gold
11642,"Matthew Nicholas ""Matt"" Biondi",M,22,200,95.0,23.75,United States,USA,1988,Summer,Seoul,Swimming,50 metres Freestyle,Gold
11642,"Matthew Nicholas ""Matt"" Biondi",M,22,200,95.0,23.75,United States,USA,1988,Summer,Seoul,Swimming,100 metres Freestyle,Gold
11642,"Matthew Nicholas ""Matt"" Biondi",M,22,200,95.0,23.75,United States,USA,1988,Summer,Seoul,Swimming,100 metres Butterfly,Silver
11642,"Matthew Nicholas ""Matt"" Biondi",M,26,200,95.0,23.75,United States,USA,1992,Summer,Barcelona,Swimming,50 metres Freestyle,Silver
11642,"Matthew Nicholas ""Matt"" Biondi",M,22,200,95.0,23.75,United States,USA,1988,Summer,Seoul,Swimming,200 metres Freestyle,Bronze
11673,Dane Alex Bird-Smith,M,24,187,72.0,20.59,Australia,AUS,2016,Summer,Rio de Janeiro,Athletics,20 kilometres Walk,Bronze
11684,Matthew Kiprotich Birir,M,20,172,62.0,20.96,Kenya,KEN,1992,Summer,Barcelona,Athletics,"3,000 metres Steeplechase",Gold
11710,Ion Brldeanu,M,21,187,87.0,24.88,Romania,ROU,1980,Summer,Moskva,Canoeing,"Kayak Singles, 1,000 metres",Bronze
11757,Ole Bischof,M,28,180,81.0,25.0,Germany,GER,2008,Summer,Beijing,Judo,Half-Middleweight,Gold
11757,Ole Bischof,M,32,180,81.0,25.0,Germany,GER,2012,Summer,London,Judo,Half-Middleweight,Silver
11768,Ralf Bidorf,M,29,193,77.0,20.67,Germany,GER,2000,Summer,Sydney,Fencing,"Foil, Individual",Silver
11839,Paul Ezekiel Bitok,M,22,173,58.0,19.38,Kenya,KEN,1992,Summer,Barcelona,Athletics,"5,000 metres",Silver
11839,Paul Ezekiel Bitok,M,26,173,58.0,19.38,Kenya,KEN,1996,Summer,Atlanta,Athletics,"5,000 metres",Silver
11864,Amos Kipwabok Biwott,M,21,181,66.0,20.15,Kenya,KEN,1968,Summer,Mexico City,Athletics,"3,000 metres Steeplechase",Gold
11887,"ura ""urica"" Bjedov",F,21,170,65.0,22.49,Yugoslavia,YUG,1968,Summer,Mexico City,Swimming,100 metres Breaststroke,Gold
11887,"ura ""urica"" Bjedov",F,21,170,65.0,22.49,Yugoslavia,YUG,1968,Summer,Mexico City,Swimming,200 metres Breaststroke,Silver
11921,Risto Uolevi Bjrlin,M,27,170,58.5,20.24,Finland,FIN,1972,Summer,Munich,Wrestling,"Bantamweight, Greco-Roman",Bronze
11983,"Lawrence Jeffery ""Larry"" Black",M,21,186,80.0,23.12,United States,USA,1972,Summer,Munich,Athletics,200 metres,Silver
11986,Marilyn Mary Black (-Vassella),F,20,165,55.0,20.2,Australia,AUS,1964,Summer,Tokyo,Athletics,200 metres,Bronze
11988,Roger Anthony Black,M,30,190,79.0,21.88,Great Britain,GBR,1996,Summer,Atlanta,Athletics,400 metres,Silver
12035,Vakht'ang Blagidze,M,25,160,52.0,20.31,Soviet Union,URS,1980,Summer,Moskva,Wrestling,"Flyweight, Greco-Roman",Gold
12036,Blagoy Blagoev,M,23,168,82.0,29.05,Bulgaria,BUL,1980,Summer,Moskva,Weightlifting,Light-Heavyweight,Silver
12039,Yordanka Blagoeva Ivanova,F,25,175,64.0,20.9,Bulgaria,BUL,1972,Summer,Munich,Athletics,High Jump,Silver
12039,Yordanka Blagoeva Ivanova,F,29,175,64.0,20.9,Bulgaria,BUL,1976,Summer,Montreal,Athletics,High Jump,Bronze
12059,"Peter Steele ""Pete"" Blair",M,24,188,141.0,39.89,United States,USA,1956,Summer,Melbourne,Wrestling,"Light-Heavyweight, Freestyle",Bronze
12086,Yohan Blake,M,22,180,80.0,24.69,Jamaica,JAM,2012,Summer,London,Athletics,100 metres,Silver
12086,Yohan Blake,M,22,180,80.0,24.69,Jamaica,JAM,2012,Summer,London,Athletics,200 metres,Silver
12119,Alberto Blanco Fernndez,M,30,173,90.0,30.07,Cuba,CUB,1980,Summer,Moskva,Weightlifting,Heavyweight I,Bronze
12154,Leszek Robert Blanik,M,23,163,64.0,24.09,Poland,POL,2000,Summer,Sydney,Gymnastics,Horse Vault,Bronze
12154,Leszek Robert Blanik,M,31,163,64.0,24.09,Poland,POL,2008,Summer,Beijing,Gymnastics,Horse Vault,Gold
12200,"Jeffrey Carl ""Jeff"" Blatnick",M,27,189,120.0,33.59,United States,USA,1984,Summer,Los Angeles,Wrestling,"Super-Heavyweight, Greco-Roman",Gold
12206,Barbara Blatter,F,29,168,54.0,19.13,Switzerland,SUI,2000,Summer,Sydney,Cycling,"Mountainbike, Cross-Country",Silver
12214,"Edward ""Eddie"" Blay",M,26,172,57.0,19.27,Ghana,GHA,1964,Summer,Tokyo,Boxing,Light-Welterweight,Bronze
12279,Aleksandr Aleksandrovich Blinov,M,22,185,95.0,27.76,Russia,RUS,2004,Summer,Athina,Shooting,"Running Target, 10 metres",Silver
12377,"Douglas Morlan ""Doug"" Blubaugh",M,25,170,73.0,25.26,United States,USA,1960,Summer,Roma,Wrestling,"Welterweight, Freestyle",Gold
12399,Pernille Blume,F,22,170,58.0,20.07,Denmark,DEN,2016,Summer,Rio de Janeiro,Swimming,50 metres Freestyle,Gold
12433,Leszek Bayski,M,27,165,50.0,18.37,Poland,POL,1976,Summer,Montreal,Boxing,Flyweight,Bronze
12433,Leszek Bayski,M,23,165,50.0,18.37,Poland,POL,1972,Summer,Munich,Boxing,Flyweight,Bronze
12437,"Gilmour Stuart ""Gil"" Boa",M,32,177,81.0,25.85,Canada,CAN,1956,Summer,Melbourne,Shooting,"Small-Bore Rifle, Prone, 50 metres",Bronze
12442,Lillian Barbara Board,F,19,168,60.0,21.26,Great Britain,GBR,1968,Summer,Mexico City,Athletics,400 metres,Silver
12443,"Christopher Miles ""Chris"" Boardman",M,23,175,70.0,22.86,Great Britain,GBR,1992,Summer,Barcelona,Cycling,"Individual Pursuit, 4,000 metres",Gold
12443,"Christopher Miles ""Chris"" Boardman",M,27,175,70.0,22.86,Great Britain,GBR,1996,Summer,Atlanta,Cycling,Individual Time Trial,Bronze
12527,Jan Bochenek,M,28,176,78.0,25.18,Poland,POL,1960,Summer,Roma,Weightlifting,Light-Heavyweight,Bronze
12534,Nataliya Valeryevna Bochina,F,18,173,55.0,18.38,Soviet Union,URS,1980,Summer,Moskva,Athletics,200 metres,Silver
12629,Christine Bodner-Laser,F,25,179,68.0,21.22,East Germany,GDR,1976,Summer,Montreal,Athletics,Pentathlon,Silver
12678,Henri Louis Borio,M,24,170,69.0,23.88,France,FRA,1976,Summer,Montreal,Gymnastics,Horizontal Bar,Bronze
12702,Galabin Pepov Boevski,M,25,175,69.0,22.53,Bulgaria,BUL,2000,Summer,Sydney,Weightlifting,Lightweight,Gold
12707,Sylwia Katarzyna Bogacka,F,30,162,57.0,21.72,Poland,POL,2012,Summer,London,Shooting,"Air Rifle, 10 metres",Silver
12737,Yuliya Alekseyevna Bogdanova,F,16,170,66.0,22.84,Soviet Union,URS,1980,Summer,Moskva,Swimming,200 metres Breaststroke,Bronze
12740,Tijana Bogdanovi,F,18,172,52.0,17.58,Serbia,SRB,2016,Summer,Rio de Janeiro,Taekwondo,Flyweight,Silver
12755,"Philip George ""Phil"" Boggs",M,26,165,59.0,21.67,United States,USA,1976,Summer,Montreal,Diving,Springboard,Gold
12762,Svetlana Leonidovna Boginskaya,F,15,157,44.0,17.85,Soviet Union,URS,1988,Summer,Seoul,Gymnastics,Individual All-Around,Bronze
12762,Svetlana Leonidovna Boginskaya,F,15,157,44.0,17.85,Soviet Union,URS,1988,Summer,Seoul,Gymnastics,Floor Exercise,Silver
12762,Svetlana Leonidovna Boginskaya,F,15,157,44.0,17.85,Soviet Union,URS,1988,Summer,Seoul,Gymnastics,Horse Vault,Gold
12763,Vadim Iosifovich Bogiyev,M,25,170,68.0,23.53,Russia,RUS,1996,Summer,Atlanta,Wrestling,"Lightweight, Freestyle",Gold
12766,Wendy Lou Lansbach Boglioli,F,21,180,64.0,19.75,United States,USA,1976,Summer,Montreal,Swimming,100 metres Butterfly,Bronze
12767,Giuseppe Bognanni,M,25,157,52.0,21.1,Italy,ITA,1972,Summer,Munich,Wrestling,"Flyweight, Greco-Roman",Bronze
12779,Tanya Bogomilova-Dangalakova,F,24,172,59.0,19.94,Bulgaria,BUL,1988,Summer,Seoul,Swimming,100 metres Breaststroke,Gold
12791,rons Boguubovs,M,25,172,70.0,23.66,Soviet Union,URS,1964,Summer,Tokyo,Judo,Lightweight,Bronze
12805,Ivan Havrylovych Bohdan,M,32,185,108.0,31.56,Soviet Union,URS,1960,Summer,Roma,Wrestling,"Heavyweight, Greco-Roman",Gold
12819,Annett Bhm,F,24,179,83.0,25.9,Germany,GER,2004,Summer,Athina,Judo,Middleweight,Bronze
12851,Franck Boidin,M,23,188,80.0,22.63,France,FRA,1996,Summer,Atlanta,Fencing,"Foil, Individual",Bronze
12868,Philippe Alain Boisse,M,29,183,80.0,23.89,France,FRA,1984,Summer,Los Angeles,Fencing,"epee, Individual",Gold
12882,"Michael Kipsubut ""Mike"" Boit",M,23,180,68.0,20.99,Kenya,KEN,1972,Summer,Munich,Athletics,800 metres,Bronze
12884,Wilson Boit Kipketer,M,26,167,52.0,18.65,Kenya,KEN,2000,Summer,Sydney,Athletics,"3,000 metres Steeplechase",Silver
12887,Jean Auguste Boiteux,M,19,186,83.0,23.99,France,FRA,1952,Summer,Helsinki,Swimming,400 metres Freestyle,Gold
12946,Ato Jabari Boldon,M,22,176,75.0,24.21,Trinidad and Tobago,TTO,1996,Summer,Atlanta,Athletics,100 metres,Bronze
12946,Ato Jabari Boldon,M,26,176,75.0,24.21,Trinidad and Tobago,TTO,2000,Summer,Sydney,Athletics,100 metres,Silver
12946,Ato Jabari Boldon,M,26,176,75.0,24.21,Trinidad and Tobago,TTO,2000,Summer,Sydney,Athletics,200 metres,Bronze
12946,Ato Jabari Boldon,M,22,176,75.0,24.21,Trinidad and Tobago,TTO,1996,Summer,Atlanta,Athletics,200 metres,Bronze
12976,Jos Marcelino Bolvar,M,20,160,48.0,18.75,Venezuela,VEN,1984,Summer,Los Angeles,Boxing,Light-Flyweight,Bronze
12981,Shmagi Bolkvadze,M,22,170,66.0,22.84,Georgia,GEO,2016,Summer,Rio de Janeiro,Wrestling,"Welterweight, Greco-Roman",Bronze
13018,Pyotr Grogoryevich Bolotnikov,M,30,173,64.0,21.38,Soviet Union,URS,1960,Summer,Roma,Athletics,"10,000 metres",Gold
13029,Usain St. Leo Bolt,M,29,196,95.0,24.73,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,200 metres,Gold
13029,Usain St. Leo Bolt,M,25,196,95.0,24.73,Jamaica,JAM,2012,Summer,London,Athletics,100 metres,Gold
13029,Usain St. Leo Bolt,M,29,196,95.0,24.73,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,100 metres,Gold
13029,Usain St. Leo Bolt,M,21,196,95.0,24.73,Jamaica,JAM,2008,Summer,Beijing,Athletics,100 metres,Gold
